goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT06,Bijapur,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,92.31,92.31,DT06,Bijapur,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,7.03,7.03,DT06,Bijapur,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT06,Bijapur,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT06,Bijapur,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,35,35,DT06,Bijapur,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,58.59,16.85,DT06,Bijapur,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,12,7.44,DT06,Bijapur,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,16.85,57.42,DT06,Bijapur,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,7.44,55.95,DT06,Bijapur,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,57.42,11.05,DT06,Bijapur,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,72,16.32,DT06,Bijapur,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.045120843,0.05,DT06,Bijapur,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,69.1,69.1,DT06,Bijapur,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,67.19,67.19,DT06,Bijapur,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,2.23,2.23,DT06,Bijapur,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,5,5,DT06,Bijapur,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,30,30,DT06,Bijapur,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,22.96,87.04,DT06,Bijapur,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT06,Bijapur,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,50,50,DT06,Bijapur,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT06,Bijapur,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT06,Bijapur,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,68.3,68.3,DT06,Bijapur,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT06,Bijapur,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,100,100,DT06,Bijapur,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,6,6,DT06,Bijapur,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT06,Bijapur,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT06,Bijapur,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,4,4.46,DT06,Bijapur,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,34.02,34.02,DT06,Bijapur,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.14,1.1095,DT06,Bijapur,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT06,Bijapur,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,3.33,3.33,DT06,Bijapur,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,29,29,DT06,Bijapur,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,0,0,DT06,Bijapur,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.11,1.11,DT06,Bijapur,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT06,Bijapur,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,90.6,80,DT06,Bijapur,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,80,90.6,DT06,Bijapur,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,89.1,88.92,DT06,Bijapur,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.07,0.068,DT07,Bilaspur,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,60.48,89.73,DT07,Bilaspur,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,8.71,8.71,DT07,Bilaspur,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.92,85.81,DT07,Bilaspur,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,33.37,55.63,DT07,Bilaspur,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,34.66,34.66,DT07,Bilaspur,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,28,28,DT07,Bilaspur,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,85.75,85.75,DT07,Bilaspur,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,25.7,22.31,DT07,Bilaspur,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,41.44,41.44,DT07,Bilaspur,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,63.4,59.94,DT07,Bilaspur,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,3750,3750,DT07,Bilaspur,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,2128,2128,DT07,Bilaspur,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99.75,99.44,DT07,Bilaspur,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,28.79,28.79,DT07,Bilaspur,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,104,96.19,DT07,Bilaspur,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,216,186,DT07,Bilaspur,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,30.26,30.26,DT07,Bilaspur,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,4.42,16.41,DT07,Bilaspur,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,70.38,4.33,DT07,Bilaspur,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,96.79,96.79,DT07,Bilaspur,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,60.9,60.9,DT07,Bilaspur,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,84.67,84.67,DT07,Bilaspur,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,27,27,DT07,Bilaspur,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,50.99,43.75,DT07,Bilaspur,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,77.26,77.26,DT07,Bilaspur,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,100,100,DT07,Bilaspur,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,100,100,DT07,Bilaspur,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,17.45,17.45,DT07,Bilaspur,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,8.22,73.12,DT07,Bilaspur,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,952,966,DT07,Bilaspur,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,73.12,8.22,DT07,Bilaspur,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,58.44,58.44,DT07,Bilaspur,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,10.4,10.4,DT07,Bilaspur,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,15.4,15.4,DT07,Bilaspur,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,36.76,36.76,DT07,Bilaspur,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,60,60,DT07,Bilaspur,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,98.74,98.74,DT07,Bilaspur,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,49,49,DT07,Bilaspur,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT07,Bilaspur,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT07,Bilaspur,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT07,Bilaspur,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,100,100,DT07,Bilaspur,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,60.01,60.01,DT07,Bilaspur,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT07,Bilaspur,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT07,Bilaspur,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,101.42,101.42,DT07,Bilaspur,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,70.1,12.9,DT07,Bilaspur,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,19.08,16.31,DT07,Bilaspur,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,12.9,56.49,DT07,Bilaspur,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,16.31,69.23,DT07,Bilaspur,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,56.49,17.89,DT07,Bilaspur,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT07,Bilaspur,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.736676601,0.74,DT07,Bilaspur,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,61.91,61.91,DT07,Bilaspur,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,37.19,37.19,DT07,Bilaspur,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,1.36,1.36,DT07,Bilaspur,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,13,13,DT07,Bilaspur,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,20,20,DT07,Bilaspur,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,16.41,70.38,DT07,Bilaspur,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT07,Bilaspur,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,59,59,DT07,Bilaspur,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT07,Bilaspur,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,184,184,DT07,Bilaspur,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,73,73,DT07,Bilaspur,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0.04,0.04,DT07,Bilaspur,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,70.18,70.18,DT07,Bilaspur,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,36.5,36.5,DT07,Bilaspur,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT07,Bilaspur,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT07,Bilaspur,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,0.25,0.2,DT07,Bilaspur,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,37.2,37.2,DT07,Bilaspur,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,3.52,3.5189,DT07,Bilaspur,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,4,4,DT07,Bilaspur,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT07,Bilaspur,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,49.47,49.47,DT07,Bilaspur,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,0,0,DT07,Bilaspur,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,2.49,2.49,DT07,Bilaspur,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,10,10,DT07,Bilaspur,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,131.6,90.6,DT07,Bilaspur,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,90.6,131.6,DT07,Bilaspur,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,93.86,94.64,DT07,Bilaspur,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.14,0.135,DT08,Dantewada,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,82.3,82.2,DT08,Dantewada,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,8.25,8.25,DT08,Dantewada,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,100,93.12,DT08,Dantewada,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,24.04,22.63,DT08,Dantewada,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,54,71.02,DT08,Dantewada,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,27.88,45.8,DT08,Dantewada,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,81.82,81.82,DT08,Dantewada,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,42.94,39.65,DT08,Dantewada,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,63,63,DT08,Dantewada,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,73.05,73.05,DT08,Dantewada,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,1560,1560,DT08,Dantewada,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,520,520,DT08,Dantewada,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,52.1,52.1,DT08,Dantewada,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,116,116,DT08,Dantewada,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,77.6,77.6,DT08,Dantewada,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,81,108,DT08,Dantewada,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,22.88,22.88,DT08,Dantewada,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,8.8,23.51,DT08,Dantewada,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,80.25,8.8,DT08,Dantewada,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,100,100,DT08,Dantewada,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,36,36,DT08,Dantewada,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,77,77,DT08,Dantewada,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,8.9,8.9,DT08,Dantewada,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,8.08,8.51,DT08,Dantewada,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT08,Dantewada,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,7.28,7.28,DT08,Dantewada,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,65,65,DT08,Dantewada,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,35.41,35.41,DT08,Dantewada,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,0.62,49.69,DT08,Dantewada,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,1296,1296,DT08,Dantewada,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,49.69,0.62,DT08,Dantewada,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,52.38,52.38,DT08,Dantewada,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,7.1,7.1,DT08,Dantewada,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,9.73,9.73,DT08,Dantewada,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,37.67,37.67,DT08,Dantewada,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,55,55,DT08,Dantewada,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,99.87,99.87,DT08,Dantewada,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,85,85,DT08,Dantewada,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT08,Dantewada,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT08,Dantewada,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,76.92,76.92,DT08,Dantewada,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,100,100,DT08,Dantewada,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,14.22,14.22,DT08,Dantewada,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT08,Dantewada,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT08,Dantewada,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,72.26,72.26,DT08,Dantewada,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,72.21,15.17,DT08,Dantewada,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,16.16,17.29,DT08,Dantewada,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,15.17,61.03,DT08,Dantewada,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,17.29,65.66,DT08,Dantewada,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,61.03,16.09,DT08,Dantewada,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,88,81,DT08,Dantewada,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.023566614,0.02,DT08,Dantewada,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,73.94,73.94,DT08,Dantewada,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,68.09,68.09,DT08,Dantewada,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,5.49,5.49,DT08,Dantewada,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,5,5,DT08,Dantewada,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,28,28,DT08,Dantewada,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,23.51,80.25,DT08,Dantewada,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT08,Dantewada,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,100,100,DT08,Dantewada,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT08,Dantewada,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT08,Dantewada,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,55,55,DT08,Dantewada,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT08,Dantewada,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,75.65,75.65,DT08,Dantewada,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,9.4,9.4,DT08,Dantewada,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT08,Dantewada,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT08,Dantewada,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,0.7,0.63,DT08,Dantewada,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,34.56,34.56,DT08,Dantewada,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.71,1.6899,DT08,Dantewada,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,2,2,DT08,Dantewada,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT08,Dantewada,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,46.67,46.67,DT08,Dantewada,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,21.67,21.67,DT08,Dantewada,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,6.84,6.84,DT08,Dantewada,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,1,1,DT08,Dantewada,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,115.4,100.9,DT08,Dantewada,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,100.9,115.4,DT08,Dantewada,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,93.68,94.14,DT08,Dantewada,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.02,0.023,DT09,Dhamtari,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,86.8,86.8,DT09,Dhamtari,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,9.35,9.35,DT09,Dhamtari,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.99,96.8,DT09,Dhamtari,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,18.53,36.79,DT09,Dhamtari,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,12.15,13.99,DT09,Dhamtari,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,9.91,28.9,DT09,Dhamtari,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,100,100,DT09,Dhamtari,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,20.38,21.49,DT09,Dhamtari,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,46.6,46.6,DT09,Dhamtari,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,54,59.8,DT09,Dhamtari,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,3165,3165,DT09,Dhamtari,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1335,1335,DT09,Dhamtari,2023,N
